OpportunityID,AccountName,Industry,Stage,Region,SalesRep,Product,ExpectedRevenue,Probability,CreatedDate,CloseDate
536,Acme Corp,Healthcare,Prospecting,North America,Frank,Analytics Suite,8756,27,2024-02-28,2024-05-13
537,Wayne Enterprises,Finance,Proposal,Europe,Bob,AI Module,113854,49,2024-02-21,2024-04-02
538,Globex,Retail,Prospecting,Middle East,Eva,AI Module,46968,94,2024-03-01,2024-05-19
539,Acme Corp,Technology,Proposal,Asia,Eva,Analytics Suite,113448,16,2024-02-19,2024-04-20
540,Umbrella,Finance,Closed Lost,Asia,Frank,Security Package,143862,56,2024-09-30,2025-01-21
541,Stark Industries,Finance,Qualification,South America,Charlie,Security Package,66132,92,2024-07-13,2024-07-31
542,Globex,Finance,Proposal,Europe,Eva,Analytics Suite,178505,36,2024-04-13,2024-05-25
543,Wayne Enterprises,Healthcare,Closed Won,Europe,Alice,Analytics Suite,59681,89,2024-02-29,2024-03-16
544,Soylent,Manufacturing,Negotiation,North America,Alice,Security Package,158925,17,2024-04-17,2024-05-30
545,Globex,Manufacturing,Proposal,Middle East,Bob,Analytics Suite,164820,11,2024-02-17,2024-02-27
546,Initech,Finance,Negotiation,Asia,David,Analytics Suite,190246,38,2024-08-02,2024-08-15
547,Soylent,Manufacturing,Proposal,Asia,Frank,Security Package,9776,26,2024-01-30,2024-04-12
548,Acme Corp,Technology,Negotiation,South America,Eva,AI Module,106788,39,2024-06-14,2024-08-04
549,Acme Corp,Manufacturing,Closed Lost,Europe,Bob,Cloud Platform,128380,86,2024-02-12,2024-04-15
550,Initech,Healthcare,Qualification,North America,Eva,Analytics Suite,76964,11,2024-08-14,2024-10-10
551,Hooli,Finance,Closed Won,South America,Alice,Security Package,78739,39,2024-08-27,2024-11-03
552,Wayne Enterprises,Retail,Closed Won,South America,Bob,Analytics Suite,24037,56,2024-04-12,2024-06-30
553,Acme Corp,Technology,Closed Won,South America,Frank,Analytics Suite,68041,91,2024-10-04,2024-11-27
554,Soylent,Retail,Proposal,North America,Bob,AI Module,32752,15,2024-05-30,2024-09-15
555,Soylent,Finance,Closed Won,North America,David,Cloud Platform,10504,31,2024-01-04,2024-01-15
556,Soylent,Finance,Prospecting,Europe,Alice,Analytics Suite,17396,15,2024-10-01,2025-01-22
557,Globex,Retail,Prospecting,North America,Bob,Cloud Platform,95874,98,2024-02-11,2024-03-03
558,Wayne Enterprises,Finance,Closed Won,South America,Alice,Security Package,97344,25,2024-02-04,2024-02-27
559,Stark Industries,Finance,Closed Lost,Europe,Alice,Security Package,32644,64,2024-05-17,2024-06-08
560,Stark Industries,Finance,Closed Won,South America,Charlie,CRM System,158679,55,2024-04-24,2024-07-19
561,Globex,Manufacturing,Proposal,South America,Charlie,AI Module,75507,97,2024-10-15,2024-11-11
562,Soylent,Manufacturing,Closed Won,Asia,David,Security Package,25148,57,2024-01-30,2024-04-08
563,Globex,Healthcare,Negotiation,North America,Alice,Analytics Suite,44184,95,2024-08-12,2024-10-02
564,Hooli,Retail,Closed Lost,Asia,Charlie,Analytics Suite,83413,52,2024-09-08,2024-11-09
565,Globex,Technology,Qualification,Asia,Frank,Security Package,74145,32,2024-05-17,2024-08-24
566,Wayne Enterprises,Retail,Proposal,South America,Frank,CRM System,106353,42,2024-02-28,2024-06-24
567,Umbrella,Retail,Proposal,North America,Eva,AI Module,117956,83,2024-07-02,2024-08-16
568,Hooli,Healthcare,Prospecting,South America,Alice,CRM System,188239,69,2024-04-09,2024-05-15
569,Globex,Manufacturing,Proposal,Middle East,Bob,Cloud Platform,119067,57,2024-09-11,2024-11-15
570,Umbrella,Technology,Proposal,South America,Alice,AI Module,28014,38,2024-10-25,2025-01-05
571,Hooli,Technology,Qualification,South America,Bob,AI Module,14793,20,2024-03-10,2024-06-26
572,Wayne Enterprises,Healthcare,Closed Lost,North America,David,Analytics Suite,183283,31,2024-01-18,2024-03-21
573,Umbrella,Finance,Negotiation,South America,Charlie,AI Module,27974,85,2024-02-18,2024-05-10
574,Stark Industries,Retail,Qualification,South America,Eva,AI Module,31792,29,2024-08-28,2024-10-19
575,Stark Industries,Retail,Closed Lost,Asia,Charlie,Analytics Suite,52247,89,2024-07-11,2024-09-30
576,Wayne Enterprises,Technology,Closed Lost,South America,Frank,AI Module,58523,19,2024-09-17,2024-10-10
577,Globex,Retail,Closed Lost,North America,Bob,CRM System,94756,34,2024-06-25,2024-07-13
578,Globex,Technology,Negotiation,Asia,Frank,AI Module,164457,59,2024-08-19,2024-09-24
579,Globex,Manufacturing,Prospecting,Europe,David,Security Package,124832,60,2024-01-29,2024-05-01
580,Stark Industries,Manufacturing,Closed Lost,Europe,Bob,AI Module,133404,62,2024-02-27,2024-04-24
581,Acme Corp,Technology,Qualification,South America,Frank,AI Module,15942,93,2024-02-14,2024-04-21
582,Umbrella,Healthcare,Qualification,Asia,David,Cloud Platform,89942,24,2024-08-07,2024-09-16
583,Acme Corp,Retail,Qualification,Middle East,Frank,Cloud Platform,131095,41,2024-06-15,2024-09-08
584,Soylent,Technology,Closed Won,Europe,David,CRM System,23052,80,2024-03-09,2024-05-12
585,Globex,Healthcare,Closed Won,Asia,Frank,Cloud Platform,92403,39,2024-03-31,2024-06-05
586,Soylent,Manufacturing,Closed Lost,Europe,Eva,CRM System,55788,47,2024-06-01,2024-07-30
587,Hooli,Retail,Qualification,Asia,Eva,Cloud Platform,176230,55,2024-03-16,2024-07-03
588,Acme Corp,Retail,Proposal,South America,Charlie,Cloud Platform,30696,90,2024-10-08,2024-11-06
589,Umbrella,Manufacturing,Prospecting,Asia,Eva,Analytics Suite,50927,68,2024-02-22,2024-03-25
590,Stark Industries,Finance,Proposal,Asia,Bob,CRM System,71026,15,2024-08-03,2024-11-21
591,Initech,Technology,Prospecting,North America,Bob,AI Module,56797,92,2024-10-03,2024-11-01
592,Globex,Healthcare,Closed Lost,South America,Frank,Cloud Platform,93691,59,2024-01-20,2024-03-17
593,Soylent,Healthcare,Prospecting,Middle East,Frank,CRM System,163593,91,2024-05-19,2024-07-18
594,Soylent,Finance,Closed Won,Europe,David,AI Module,87610,43,2024-08-06,2024-11-22
595,Soylent,Healthcare,Prospecting,Asia,Charlie,Cloud Platform,73631,97,2024-10-24,2025-01-15
596,Acme Corp,Healthcare,Qualification,Asia,Frank,Security Package,139208,60,2024-02-11,2024-04-04
597,Acme Corp,Retail,Qualification,South America,Charlie,AI Module,99478,26,2024-09-19,2024-10-17
598,Wayne Enterprises,Technology,Closed Lost,North America,Charlie,Cloud Platform,140643,95,2024-04-07,2024-06-08
599,Initech,Retail,Closed Lost,Europe,David,Cloud Platform,115068,55,2024-05-21,2024-09-16
600,Hooli,Manufacturing,Prospecting,Middle East,Eva,AI Module,43093,54,2024-04-25,2024-05-10
601,Acme Corp,Retail,Closed Won,Asia,Alice,CRM System,20714,31,2024-05-10,2024-06-15
602,Stark Industries,Finance,Proposal,North America,Bob,Analytics Suite,149770,57,2024-01-30,2024-02-24
603,Umbrella,Technology,Closed Won,Europe,David,Cloud Platform,113897,36,2024-08-28,2024-10-08
604,Umbrella,Finance,Closed Won,Europe,Bob,CRM System,71766,56,2024-02-25,2024-03-17
605,Wayne Enterprises,Technology,Proposal,Middle East,Eva,Security Package,188596,14,2024-10-07,2024-10-19
606,Wayne Enterprises,Technology,Qualification,South America,Eva,AI Module,195151,48,2024-08-27,2024-10-31
607,Soylent,Technology,Closed Lost,Europe,David,CRM System,12195,87,2024-04-16,2024-06-07
608,Stark Industries,Healthcare,Negotiation,Europe,David,CRM System,166175,83,2024-05-22,2024-08-18
609,Globex,Retail,Closed Won,Middle East,Alice,CRM System,114667,80,2024-05-29,2024-06-20
610,Soylent,Healthcare,Qualification,Asia,Charlie,Analytics Suite,87671,45,2024-07-02,2024-09-24
611,Umbrella,Healthcare,Prospecting,South America,Alice,Analytics Suite,19393,22,2024-09-09,2024-11-29
612,Wayne Enterprises,Retail,Closed Won,Middle East,David,Security Package,113023,15,2024-08-12,2024-09-13
613,Umbrella,Finance,Closed Won,Asia,Alice,Cloud Platform,93249,66,2024-03-25,2024-05-29
614,Umbrella,Technology,Prospecting,Middle East,Frank,Analytics Suite,46226,38,2024-10-16,2025-01-13
615,Soylent,Finance,Negotiation,Middle East,Frank,Analytics Suite,31632,92,2024-05-20,2024-07-21
616,Initech,Finance,Negotiation,Middle East,Frank,Analytics Suite,147094,72,2024-04-07,2024-06-23
617,Globex,Manufacturing,Proposal,North America,Bob,Analytics Suite,113509,99,2024-05-17,2024-08-14
618,Initech,Healthcare,Closed Lost,Middle East,Eva,Security Package,112103,25,2024-05-22,2024-09-16
619,Initech,Technology,Prospecting,Asia,Eva,CRM System,195259,57,2024-03-28,2024-07-12
620,Globex,Retail,Qualification,Asia,Alice,AI Module,42289,45,2024-08-21,2024-09-02
621,Umbrella,Finance,Qualification,Europe,Frank,AI Module,188337,21,2024-08-26,2024-09-30
622,Umbrella,Manufacturing,Negotiation,North America,Charlie,CRM System,110207,35,2024-05-12,2024-09-08
623,Soylent,Manufacturing,Proposal,Asia,David,Cloud Platform,109701,28,2024-09-25,2024-12-03
624,Soylent,Finance,Closed Lost,North America,Eva,Security Package,153269,70,2024-03-22,2024-04-07
625,Initech,Finance,Proposal,Europe,Alice,Security Package,23783,61,2024-07-02,2024-07-25
626,Globex,Manufacturing,Qualification,North America,David,Analytics Suite,42530,78,2024-03-19,2024-06-13
627,Globex,Healthcare,Closed Lost,Asia,Eva,CRM System,8829,53,2024-01-10,2024-04-23
628,Acme Corp,Manufacturing,Closed Lost,South America,Frank,Analytics Suite,20461,24,2024-06-14,2024-09-21
629,Wayne Enterprises,Manufacturing,Proposal,North America,Alice,AI Module,114311,15,2024-09-14,2024-11-09
630,Acme Corp,Manufacturing,Closed Lost,North America,David,AI Module,163661,10,2024-08-27,2024-09-07
631,Initech,Healthcare,Negotiation,South America,Charlie,CRM System,21973,56,2024-01-27,2024-04-01
632,Soylent,Healthcare,Negotiation,Middle East,Alice,AI Module,73885,14,2024-10-22,2025-01-19
633,Umbrella,Healthcare,Proposal,South America,Alice,Security Package,164746,71,2024-06-18,2024-08-18
634,Hooli,Retail,Negotiation,Middle East,Alice,Analytics Suite,105591,31,2024-06-02,2024-08-23
635,Stark Industries,Retail,Closed Lost,South America,Eva,Security Package,13608,94,2024-04-19,2024-08-15
636,Umbrella,Retail,Negotiation,North America,Charlie,CRM System,195020,60,2024-10-16,2025-01-25
637,Initech,Retail,Proposal,Middle East,Frank,CRM System,66564,24,2024-09-03,2024-11-16
638,Globex,Technology,Negotiation,Middle East,Charlie,AI Module,56112,65,2024-04-30,2024-06-22
639,Acme Corp,Technology,Prospecting,South America,Frank,Cloud Platform,33865,79,2024-10-04,2024-11-19
640,Soylent,Technology,Negotiation,North America,Alice,Cloud Platform,69886,22,2024-05-05,2024-07-13
641,Globex,Finance,Closed Won,North America,Frank,CRM System,89327,67,2024-02-24,2024-06-05
642,Soylent,Technology,Qualification,North America,Alice,Security Package,43462,13,2024-03-20,2024-05-11
643,Soylent,Finance,Prospecting,Middle East,Charlie,Analytics Suite,86130,39,2024-09-24,2024-11-16
644,Initech,Manufacturing,Proposal,Middle East,David,Cloud Platform,68295,43,2024-08-08,2024-12-02
645,Acme Corp,Technology,Qualification,Middle East,Alice,Cloud Platform,196692,58,2024-10-16,2025-01-17
646,Acme Corp,Healthcare,Closed Won,North America,Charlie,Security Package,22210,47,2024-09-23,2024-11-06
647,Hooli,Retail,Qualification,Europe,Eva,CRM System,61749,28,2024-01-11,2024-03-30
648,Umbrella,Finance,Negotiation,Europe,Charlie,AI Module,117204,83,2024-08-19,2024-12-05
649,Globex,Manufacturing,Qualification,Middle East,David,Security Package,188619,46,2024-10-22,2024-12-05
650,Hooli,Technology,Proposal,Middle East,Alice,CRM System,41054,77,2024-10-15,2024-12-29
651,Hooli,Retail,Negotiation,North America,Frank,Analytics Suite,124551,15,2024-06-12,2024-09-26
652,Globex,Healthcare,Negotiation,North America,Charlie,CRM System,195597,70,2024-07-19,2024-07-29
653,Wayne Enterprises,Manufacturing,Closed Won,Europe,Bob,AI Module,66140,73,2024-03-28,2024-06-09
654,Hooli,Healthcare,Closed Lost,Europe,Alice,CRM System,39570,82,2024-07-24,2024-11-12
655,Stark Industries,Technology,Qualification,South America,Alice,CRM System,178160,83,2024-04-10,2024-04-22
656,Acme Corp,Finance,Closed Lost,North America,Bob,Security Package,139170,27,2024-03-23,2024-06-10
657,Stark Industries,Manufacturing,Closed Won,Asia,Alice,AI Module,162337,97,2024-06-23,2024-08-29
658,Soylent,Technology,Negotiation,South America,Eva,AI Module,55398,77,2024-08-14,2024-11-08
659,Wayne Enterprises,Technology,Negotiation,North America,Eva,Cloud Platform,171169,13,2024-01-21,2024-02-01
660,Umbrella,Finance,Closed Won,Asia,David,Cloud Platform,85453,79,2024-01-27,2024-02-13
661,Hooli,Finance,Negotiation,Asia,Frank,Analytics Suite,94371,54,2024-09-25,2024-11-13
662,Umbrella,Technology,Closed Lost,Middle East,David,Analytics Suite,88136,85,2024-09-30,2024-11-13
663,Soylent,Finance,Closed Lost,Middle East,Charlie,AI Module,19082,51,2024-10-19,2025-02-14
664,Umbrella,Manufacturing,Qualification,Asia,Charlie,CRM System,72017,72,2024-02-04,2024-05-19
665,Stark Industries,Finance,Prospecting,Asia,Eva,Cloud Platform,188741,53,2024-01-11,2024-04-18
666,Soylent,Manufacturing,Closed Lost,South America,Alice,Analytics Suite,82607,89,2024-02-21,2024-05-19
667,Wayne Enterprises,Technology,Closed Won,Asia,Frank,AI Module,14623,10,2024-05-10,2024-07-15
668,Umbrella,Retail,Proposal,Middle East,Frank,CRM System,80755,26,2024-07-12,2024-09-11
669,Wayne Enterprises,Technology,Prospecting,Middle East,Bob,Security Package,154940,43,2024-03-09,2024-06-22
670,Acme Corp,Technology,Proposal,Middle East,Frank,CRM System,21418,55,2024-07-04,2024-08-04
671,Hooli,Technology,Negotiation,Europe,Eva,Cloud Platform,174439,53,2024-09-18,2024-12-20
672,Umbrella,Manufacturing,Prospecting,South America,David,CRM System,187146,81,2024-08-23,2024-10-03
673,Umbrella,Retail,Negotiation,South America,David,Cloud Platform,182508,91,2024-09-06,2024-12-12
674,Stark Industries,Finance,Negotiation,South America,David,Security Package,122531,47,2024-08-26,2024-10-23
675,Globex,Healthcare,Closed Lost,Europe,Frank,CRM System,58915,51,2024-01-04,2024-03-03
676,Umbrella,Manufacturing,Closed Won,South America,Frank,Security Package,11336,48,2024-09-26,2024-12-05
677,Wayne Enterprises,Technology,Proposal,Europe,Bob,Cloud Platform,14464,45,2024-04-04,2024-06-14
678,Hooli,Technology,Closed Lost,Europe,David,Cloud Platform,63184,59,2024-06-20,2024-10-07
679,Hooli,Healthcare,Qualification,Asia,David,Cloud Platform,122896,91,2024-09-15,2024-11-14
680,Soylent,Finance,Closed Won,Europe,Charlie,AI Module,20117,25,2024-01-06,2024-02-17
681,Acme Corp,Retail,Closed Won,North America,Alice,Cloud Platform,108956,64,2024-02-21,2024-05-05
682,Umbrella,Technology,Proposal,North America,Frank,Analytics Suite,152056,52,2024-10-06,2025-01-25
683,Stark Industries,Healthcare,Closed Won,South America,Alice,CRM System,74013,99,2024-05-23,2024-06-22
684,Acme Corp,Technology,Proposal,North America,Bob,AI Module,197641,82,2024-03-15,2024-06-05
685,Acme Corp,Healthcare,Closed Won,Asia,David,Security Package,11054,55,2024-08-08,2024-09-30
686,Umbrella,Finance,Prospecting,North America,Charlie,Security Package,198262,55,2024-04-04,2024-06-22
687,Stark Industries,Healthcare,Proposal,Europe,Alice,Analytics Suite,161472,25,2024-09-12,2024-11-01
688,Globex,Technology,Qualification,North America,Bob,CRM System,140832,72,2024-03-28,2024-05-02
689,Initech,Manufacturing,Closed Lost,Middle East,Charlie,Analytics Suite,69349,62,2024-04-09,2024-06-28
690,Umbrella,Finance,Closed Won,Asia,David,CRM System,100647,45,2024-05-13,2024-06-10
691,Initech,Healthcare,Closed Lost,South America,Bob,Security Package,141853,66,2024-04-10,2024-07-16
692,Umbrella,Manufacturing,Prospecting,Middle East,Frank,Analytics Suite,150116,11,2024-06-07,2024-08-25
693,Wayne Enterprises,Retail,Closed Lost,Asia,Charlie,Security Package,123492,65,2024-09-16,2024-12-09
694,Acme Corp,Retail,Qualification,Asia,Alice,CRM System,159207,37,2024-01-12,2024-04-30
695,Umbrella,Healthcare,Closed Won,Asia,Eva,Analytics Suite,76606,51,2024-07-04,2024-09-05
696,Initech,Finance,Closed Won,North America,Alice,Analytics Suite,124434,12,2024-01-28,2024-03-28
697,Stark Industries,Technology,Closed Lost,North America,Eva,AI Module,23480,24,2024-05-08,2024-06-07
698,Acme Corp,Retail,Closed Lost,Middle East,Bob,AI Module,163693,34,2024-05-19,2024-08-01
699,Umbrella,Manufacturing,Closed Lost,Middle East,Charlie,CRM System,102779,98,2024-06-13,2024-08-07
700,Stark Industries,Manufacturing,Negotiation,Europe,Charlie,CRM System,13324,29,2024-03-07,2024-06-20
701,Globex,Manufacturing,Closed Won,Europe,Charlie,Analytics Suite,50542,15,2024-04-04,2024-04-21
702,Soylent,Retail,Qualification,Europe,David,AI Module,49155,45,2024-09-11,2024-12-10
703,Umbrella,Healthcare,Qualification,Asia,Alice,CRM System,27636,43,2024-10-10,2025-01-27
704,Globex,Retail,Prospecting,South America,Eva,Analytics Suite,88150,86,2024-04-27,2024-08-16
705,Initech,Finance,Negotiation,Europe,David,CRM System,134507,36,2024-04-20,2024-07-20
706,Hooli,Finance,Prospecting,Middle East,Bob,Cloud Platform,41535,25,2024-02-10,2024-04-22
707,Globex,Healthcare,Prospecting,South America,Bob,AI Module,55151,50,2024-02-21,2024-04-26
708,Soylent,Manufacturing,Closed Won,Europe,Frank,CRM System,91442,25,2024-04-24,2024-07-23
709,Globex,Retail,Prospecting,North America,Frank,Security Package,150144,45,2024-10-12,2024-11-11
710,Hooli,Healthcare,Proposal,Europe,David,Analytics Suite,32231,95,2024-06-17,2024-08-01
711,Umbrella,Technology,Negotiation,Europe,Frank,Analytics Suite,82355,39,2024-02-20,2024-04-05
712,Globex,Finance,Closed Won,Asia,Eva,AI Module,18640,32,2024-03-21,2024-04-23
713,Umbrella,Technology,Proposal,Asia,Bob,AI Module,146051,68,2024-08-19,2024-11-25
714,Initech,Technology,Qualification,Europe,Frank,Analytics Suite,108318,55,2024-01-12,2024-03-19
715,Soylent,Retail,Negotiation,Asia,Frank,CRM System,11695,13,2024-10-15,2024-11-04
716,Hooli,Healthcare,Qualification,North America,Frank,AI Module,127792,99,2024-04-14,2024-05-15
717,Globex,Technology,Closed Lost,South America,Alice,AI Module,152490,89,2024-06-04,2024-09-06
718,Wayne Enterprises,Technology,Qualification,South America,Bob,Analytics Suite,25771,99,2024-06-27,2024-10-20
719,Wayne Enterprises,Manufacturing,Closed Won,Asia,Eva,Analytics Suite,85372,77,2024-07-07,2024-10-16
720,Soylent,Manufacturing,Proposal,Europe,Frank,CRM System,59244,68,2024-06-08,2024-07-08
721,Globex,Technology,Negotiation,North America,Alice,Analytics Suite,141628,30,2024-04-22,2024-08-11
722,Stark Industries,Retail,Closed Won,North America,David,Cloud Platform,197735,67,2024-07-20,2024-10-22
723,Soylent,Technology,Prospecting,Middle East,Eva,CRM System,32390,70,2024-08-21,2024-11-21
724,Globex,Finance,Negotiation,Asia,Alice,Security Package,27203,33,2024-07-26,2024-08-24
725,Initech,Healthcare,Closed Won,Middle East,Frank,CRM System,164140,13,2024-01-12,2024-04-05
726,Hooli,Retail,Negotiation,Asia,Alice,Cloud Platform,19897,97,2024-07-15,2024-10-04
727,Stark Industries,Manufacturing,Negotiation,Middle East,Alice,Security Package,66970,77,2024-10-16,2024-12-07
728,Hooli,Healthcare,Closed Won,Europe,Eva,CRM System,45333,19,2024-07-03,2024-09-14
729,Wayne Enterprises,Finance,Qualification,Asia,Frank,Analytics Suite,60606,40,2024-09-05,2024-12-29
730,Initech,Retail,Qualification,South America,Charlie,Security Package,152647,25,2024-06-04,2024-09-17
731,Umbrella,Retail,Closed Won,Asia,Bob,AI Module,22455,10,2024-04-05,2024-07-02
732,Globex,Retail,Negotiation,South America,Charlie,Analytics Suite,44154,89,2024-05-25,2024-09-05
733,Initech,Manufacturing,Qualification,Middle East,Frank,CRM System,158557,49,2024-06-12,2024-08-12
734,Wayne Enterprises,Healthcare,Proposal,Middle East,Bob,Analytics Suite,186952,36,2024-01-18,2024-02-28
735,Initech,Finance,Prospecting,Europe,Eva,Analytics Suite,48902,71,2024-08-10,2024-09-22
736,Stark Industries,Technology,Prospecting,South America,Bob,Analytics Suite,182833,98,2024-07-10,2024-10-22
737,Stark Industries,Technology,Proposal,Europe,Frank,AI Module,179737,57,2024-04-30,2024-08-21
738,Soylent,Technology,Proposal,North America,Eva,Analytics Suite,172677,71,2024-05-17,2024-09-11
739,Wayne Enterprises,Healthcare,Proposal,South America,Alice,AI Module,134441,12,2024-01-26,2024-03-09
740,Initech,Retail,Negotiation,Asia,David,CRM System,188336,83,2024-06-06,2024-07-15
741,Initech,Finance,Qualification,South America,Charlie,Cloud Platform,5227,44,2024-08-28,2024-09-15
742,Umbrella,Manufacturing,Proposal,Middle East,Charlie,AI Module,116011,42,2024-04-22,2024-06-06
743,Stark Industries,Retail,Closed Won,Europe,Eva,Analytics Suite,98474,86,2024-01-01,2024-01-17
744,Stark Industries,Manufacturing,Closed Lost,North America,Bob,AI Module,32483,95,2024-08-05,2024-10-26
745,Acme Corp,Retail,Prospecting,Europe,Bob,Security Package,98299,76,2024-08-27,2024-12-24
746,Hooli,Technology,Prospecting,North America,David,CRM System,197032,70,2024-09-18,2024-11-01
747,Soylent,Retail,Proposal,Middle East,Alice,Analytics Suite,70176,39,2024-05-21,2024-08-13
748,Wayne Enterprises,Technology,Qualification,Europe,Bob,Security Package,90627,18,2024-10-20,2024-12-31
749,Initech,Technology,Proposal,Asia,Bob,Security Package,19345,94,2024-03-25,2024-06-01
750,Acme Corp,Finance,Closed Won,Asia,Frank,AI Module,148277,67,2024-04-17,2024-06-16
751,Acme Corp,Finance,Proposal,Europe,Alice,Security Package,134946,38,2024-10-13,2025-02-02
752,Initech,Manufacturing,Negotiation,Europe,David,Analytics Suite,55701,45,2024-05-10,2024-06-13
753,Umbrella,Manufacturing,Proposal,North America,Bob,Security Package,22572,10,2024-04-03,2024-06-13
754,Hooli,Healthcare,Negotiation,Europe,Eva,Security Package,8370,63,2024-03-06,2024-04-10
755,Wayne Enterprises,Healthcare,Qualification,North America,Alice,AI Module,53892,84,2024-02-11,2024-05-25
756,Stark Industries,Manufacturing,Closed Lost,Europe,Bob,Analytics Suite,178336,13,2024-03-27,2024-06-18
757,Stark Industries,Finance,Qualification,Europe,David,Cloud Platform,59064,75,2024-02-08,2024-04-10
758,Hooli,Technology,Closed Won,South America,Charlie,CRM System,67428,35,2024-04-02,2024-05-12
759,Hooli,Healthcare,Qualification,North America,Eva,Cloud Platform,119147,22,2024-06-28,2024-08-20
760,Stark Industries,Finance,Negotiation,Middle East,Frank,Cloud Platform,194612,70,2024-08-25,2024-12-11
761,Wayne Enterprises,Technology,Qualification,Asia,Eva,Analytics Suite,138722,84,2024-03-28,2024-05-04
762,Globex,Healthcare,Negotiation,North America,Eva,Analytics Suite,57360,67,2024-01-29,2024-02-15
763,Stark Industries,Finance,Closed Won,Europe,Eva,Security Package,28190,32,2024-06-23,2024-07-28
764,Hooli,Manufacturing,Negotiation,Asia,Charlie,CRM System,79141,84,2024-05-17,2024-08-15
765,Umbrella,Finance,Proposal,Europe,Charlie,AI Module,41334,69,2024-06-04,2024-08-05
766,Initech,Healthcare,Qualification,Middle East,Charlie,Analytics Suite,56718,66,2024-10-09,2024-12-10
767,Wayne Enterprises,Technology,Prospecting,North America,Charlie,Analytics Suite,169047,60,2024-05-22,2024-09-17
768,Soylent,Healthcare,Proposal,North America,David,Security Package,87069,77,2024-05-24,2024-08-08
769,Globex,Retail,Closed Lost,Europe,Bob,CRM System,75226,42,2024-06-06,2024-08-09
770,Globex,Manufacturing,Negotiation,Europe,Charlie,AI Module,151371,46,2024-01-07,2024-02-16
771,Initech,Retail,Closed Lost,North America,Charlie,CRM System,180221,83,2024-02-25,2024-03-10
772,Initech,Healthcare,Closed Lost,Europe,David,CRM System,77215,45,2024-03-06,2024-05-27
773,Soylent,Healthcare,Closed Lost,North America,Alice,Security Package,89282,15,2024-03-22,2024-04-21
774,Stark Industries,Finance,Proposal,South America,David,Cloud Platform,81854,53,2024-05-08,2024-07-04
775,Hooli,Finance,Proposal,Middle East,Alice,Analytics Suite,57544,79,2024-02-19,2024-06-05
776,Umbrella,Retail,Proposal,North America,Eva,Cloud Platform,152684,38,2024-01-02,2024-03-13
777,Stark Industries,Finance,Proposal,Middle East,David,Cloud Platform,153504,19,2024-06-08,2024-08-27
778,Soylent,Finance,Negotiation,Middle East,Eva,Cloud Platform,57265,71,2024-02-02,2024-03-12
779,Wayne Enterprises,Retail,Qualification,South America,Alice,Security Package,187466,67,2024-05-02,2024-07-21
780,Hooli,Finance,Qualification,North America,David,AI Module,93200,75,2024-01-27,2024-03-13
781,Initech,Retail,Proposal,Europe,Alice,CRM System,124428,28,2024-09-17,2024-12-26
782,Soylent,Technology,Prospecting,Europe,Alice,Cloud Platform,27948,65,2024-06-18,2024-07-31
783,Stark Industries,Retail,Qualification,North America,Eva,AI Module,190922,77,2024-06-26,2024-09-28
784,Hooli,Finance,Negotiation,North America,Alice,Security Package,196372,15,2024-07-06,2024-10-03
785,Initech,Manufacturing,Negotiation,Middle East,Bob,AI Module,151239,91,2024-02-12,2024-04-18
786,Globex,Manufacturing,Qualification,Middle East,Charlie,Security Package,117985,48,2024-05-22,2024-06-12
787,Soylent,Retail,Negotiation,Asia,David,CRM System,92676,37,2024-02-29,2024-03-25
788,Acme Corp,Manufacturing,Negotiation,Middle East,Eva,Analytics Suite,166560,17,2024-08-03,2024-11-27
789,Globex,Manufacturing,Closed Won,North America,Charlie,Analytics Suite,119209,69,2024-09-08,2024-10-09
790,Acme Corp,Finance,Negotiation,Asia,Eva,CRM System,15159,58,2024-01-11,2024-04-21
791,Initech,Technology,Qualification,Middle East,Bob,Security Package,150840,40,2024-09-24,2024-11-16
792,Acme Corp,Technology,Qualification,Europe,Frank,Analytics Suite,119988,98,2024-05-05,2024-08-05
793,Umbrella,Finance,Closed Lost,Middle East,Charlie,Cloud Platform,150379,54,2024-03-03,2024-03-23
794,Hooli,Technology,Closed Lost,Middle East,David,Security Package,190144,68,2024-05-19,2024-06-10
795,Initech,Retail,Prospecting,Middle East,Frank,Analytics Suite,132715,63,2024-07-01,2024-08-28
796,Acme Corp,Technology,Proposal,Middle East,Alice,Analytics Suite,74807,91,2024-07-03,2024-07-15
797,Initech,Manufacturing,Qualification,South America,Frank,Cloud Platform,120588,91,2024-07-05,2024-09-28
798,Umbrella,Finance,Negotiation,North America,Alice,CRM System,79778,54,2024-04-18,2024-05-04
799,Acme Corp,Healthcare,Closed Lost,Asia,Charlie,Analytics Suite,169617,43,2024-08-11,2024-11-26
800,Acme Corp,Manufacturing,Closed Lost,North America,Eva,Cloud Platform,117473,66,2024-09-21,2024-12-27
801,Globex,Manufacturing,Prospecting,Middle East,David,AI Module,95235,15,2024-07-28,2024-11-20
802,Acme Corp,Retail,Closed Won,Europe,Alice,CRM System,31441,56,2024-08-09,2024-11-21
803,Hooli,Healthcare,Closed Lost,Asia,Charlie,Security Package,16676,16,2024-09-28,2024-12-08
804,Acme Corp,Retail,Prospecting,North America,Charlie,CRM System,58337,30,2024-05-15,2024-07-27
805,Initech,Finance,Negotiation,Europe,Bob,Analytics Suite,187596,11,2024-01-25,2024-03-01
